review_id,Place_name,city,Username,rating,Komentar,relative_date,review_date,clean_text
971,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fadillah Ayutya,4,"Bagi yang suka perpus tenang, nyaman, sepi, lebih baik datangnya pagi, karena siang dikit udah rame sama pengunjung group dan banyak anak-anak, jadi agak berisik dikit. Tempat bersih, nyaman, koleksi buku nggak mengecewakan.",2 tahun lalu,2025-10-21,suka pus tenang nyaman sepi datang pagi siang dikit rame unjung grup anak anak berisik dikit bersih nyaman koleksi buku kecewa
972,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Aldo DP17,4,"Lokasi bagus, bangunan tergolong baru, konsep industrial. Petugas ramah dan helpful, tapi ada beberapa catatan minus
1. Akses dr parkiran ke Perpusatakaan menggunakan lift  dengan petunjuk arah seadanya.
2. Parkir luas, tapi tidak ada nomor tiang atau petunjuk yg jelas, bahkan arah masuk dan keluar ditulis dengan cetakan A4 ala kadarnya
3. Lagi lagi petunjuk arah, petugas memberikan arahan menuju masjid, tapi cuma bilang lurus aja... Ga ada petunjuk arah yg jelas, akhirnya kami sholat diluar TIM
4. Suara eskalator pada lantai 3-4-5 tergolong berisik, mengganggu konsentrasi pembaca (sepertinya ini akan sulit dan menjadi PR yg panjang)

Untuk plusnya.
1. Ruangan AC nyaman
2. Toilet bersih
3. Akses masuk gratis
4. Prosedur peminjaman baik
5. Banyak ruangan tematik seperti ruang diskusi, ruang podcast, ruang anak, playground dll.
6. Petugas ramah dan baik (kecuali satpamnya mungkin pakai pihak ke 3 dan perlu dievaluasi kontraknya, untuk sekelas DKI jakarta mulai dr pelayanan, penampilan, dan gesture ga hospitality)
7. Banyak spot menarik dan instagrammable",setahun lalu,2025-10-21,lokasi bagus bangun golong konsep industrial tugas ramah helpful catat minus akses parkir perpusatakaan lift tunjuk arah ada parkir luas nomor tiang tunjuk arah masuk tulis cetak ala kadar tunjuk arah tugas arah masjid lurus tunjuk arah sholat luar grup suara eskalator lantai golong berisik ganggu konsentrasi baca sulit tugas plus ruang nyaman toilet bersih akses masuk gratis prosedur pinjam ruang tematik ruang diskusi ruang podcast ruang anak playground dsb tugas ramah kecuali satpam pakai evaluasi kontrak kelas dki jakarta layan tampil sikap hospitality titik tarik instagrammable
973,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Pepita Daria,5,"Yeaay kesini juga setelah di jadwalkan terus ga jadi jadi, sebelum masuk jika belum terdaftar nanti akan diarahkan oleh pegawai perpus disana utk daftar via online dan jika sudah berhasil akan ada QR code yang kita pakai untuk check in di pintu masuk. Setelah itu akan dikasi kunci loker dan tas khusus, kedalam perpus ga boleh kita  bawa tas kita sendiri jadi ada tas  khusus utk kita bawa barang2(kaya laptop, hp,dll)

Masuk kedalam perpusnya oke banget, tapi sayang eskalatornya mati yaa, hehe apakah memang sedg maintenance mungkin

But oke banget kalo mau wfc dan sambil baca baca disana 😀

Oh iya dibagian bawah ada kopi kenangan juga ya jadi kalo haus bisa deket sih belanja kesana 😀",2 tahun lalu,2025-10-21,yeaay kesini jadwal masuk daftar arah pegawai pus sana daftar via daring hasil code pakai cek pintu masuk kasih kunci loker tas khusus dalam pus bawa tas tas khusus bawa barang laptop dsb masuk dalam pus oke sayang eskalator mati sedg maintenance but oke wfc baca baca sana iya bagi kopi kenang haus deket belanja kesana
974,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,wildadotcom,5,"Sebaiknya datang sudah dengan reservasi terlebih dahulu, agar tiba langsung scan barcode. Ke Perpus ini dari Slipi ke Cikini naik bus TJ memang banyak transit, karena sy memilih biaya murah hanya 3.500. Sekitar 2 jam waktu perjalanan (di jalan dan menunggu). Turun di halte Taman Ismail Marzuki, jalan kurang lebih 3 menit. Tempatnya cocok untuk kerja, cari inspirasi, baca buku dan sambil mengerjakan hal2 butuh tempat yang baru. Semoga selalu rapi dan bersih.",3 tahun lalu,2025-10-21,reservasi langsung scan barcode pus slip cikini bus transit pilih biaya murah jam jalan jalan tunggu turun halte taman ismail marzuki jalan menit tempat cocok kerja cari inspirasi baca buku butuh moga rapi bersih
975,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Veby Rezki Ambarwati,5,"Saya masuk sebagai anggota komunitas untuk mengikuti workshop, bukan anggota perpustakaan.

Meskipun begitu acara komunitas yang kami ikuti mengizinkan anak-anak kami bermain di perpustakaan anak tanpa antri, seperti privilige ketika ada event Ayah MPASI dari MotherHope Indonesia.

Walau tidak meminjam buku untuk dibawa pulang. Anak-anak sangat senang bisa membaca banyak buku di tempat yang nyaman.

Untuk workshop menulis antologi awal Oktober ini, saya datang sendiri dan menikmati suasana perpustakaan yang hangat dengan teman-teman dari MotherHope Indonesia.

Terima kasih, Mbak Yana dan tim MotherHope Indonesia serta Perpustakaan Jakarta.",2 tahun lalu,2025-10-21,masuk anggota komunitas ikut seminar anggota pustaka acara komunitas ikut izin anak anak main pustaka anak antri privilige acara mpasi motherhope indonesia pinjam buku bawa pulang anak anak senang baca buku nyaman seminar tulis antologi oktober nikmat suasana pustaka hangat teman teman motherhope indonesia terima kasih kakak yana grup motherhope indonesia pustaka jakarta
976,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Abdul Majid,5,"Perpustakaan Umum Provinsi DKI Jakarta Cikini, dan Pusat Dokumentasi Sastra (PDS) HB Jassin, yang terletak di Taman Ismail Marzuki Jalan. Cikini Raya, Menteng, Jakarta Pusat.

Tempat ini sangat menarik dan nyaman untuk dikunjungi sebagai tempat hiling, baca, nugas.

Andaikan tempat ini sudah ada dari jaman saya kuliah, pasti mempermudah dalam pembuatan laporan tugas akhir.
Banyak sekali spot"" baca yang bagus dan juga nyaman ditempat ini. Untuk yang mau berfoto juga dibolehkan. Tapi menggunakan kamera HP.

Untuk makanan dan minuman tidak boleh dibawa masuk, untuk menjaga lingkungan tetap bersih dan nyaman.",3 tahun lalu,2025-10-21,pustaka provinsi dki jakarta cikini pusat dokumentasi sastra pds jassin letak taman ismail marzuki jalan cikini raya menteng jakarta pusat tarik nyaman kunjung hiling baca nugas andai zaman kuliah mudah buat lapor tugas titik baca bagus nyaman tempat foto boleh kamera makan minum bawa masuk jaga lingkung bersih nyaman
977,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fauza Ummu Hauna,5,"Kunjungan kedua kali, tetap pnasaran sama playground, tp pas tutup lagi

Masuk harus titip tas, dikasih kunci loker & kasih ktp. paling cuma bisa bawa dompet hp aja.

Udah berubah dari kunjungan yg dulu, buku anaknya sepertinya berkurang, atau bisa juga pindah lokasi raknya. Banyak mainan anaknya walau sudah tidak lengkap bagiannya, tp tetap menarik utk anak2

Di lantai lainnya ada buku2 literatur utk umum, buku craft walau tdk lengkap, buku agama, psikologi dan sebagainya. Banyak kursi2 dan komputer2 yg bisa diakses

Ada mushollanya nyaman, kamar mandinya bersih dan ada di tiap lantai. Dulu ada teater utk nonton film, tp kmrn sepi.

Di bagian luar perpus ada pameran lukisan, gambar, juga buku sastra dan tulisan2 sansekerta

Rekomen utk liburan keluarga",6 tahun lalu,2025-10-21,kunjung kali pnasaran playground tutup masuk titip tas kasih kunci loker kasih ktp bawa dompet ubah kunjung buku anak kurang pindah lokasi rak main anak lengkap bagi tarik anak lantai buku literatur buku craft lengkap buku agama psikologi kursi komputer akses mushollanya nyaman kamar mandi bersih lantai teater nonton film kemarin sepi pus pamer lukis gambar buku sastra tulis sansekerta rekomen libur keluarga
978,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Chadijah Aljufri,4,"Arsitekturnya keren banget, buku-bukunya juga lumayan lengkap, staffnya ramah-ramah, nyaman untuk baca atau nugas, bisa makan siang juga walaupun pilihan makanannya gabegitu banyak di dalam gedung perpusnya. Nyaman banget untuk baca buku atau kerja di sini✨✨",2 tahun lalu,2025-10-21,arsitektur keren buku buku lumayan lengkap staffnya ramah ramah nyaman baca nugas makan siang pilih makan gabegitu gedung pus nyaman baca buku kerja
979,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Khaireny (Reny),1,"Memang ini perpustakaan, bukan tempat makan. Tapi karena kantin juga bagian dari perpus, sudah seharusnya kantinnya ada tempat khusus merokok, supaya pengunjung yang ingin merokok tidak mengganggu perokok pasif.",4 bulan lalu,2025-10-21,pustaka makan kantin pus kantin khusus rokok unjung rokok ganggu okok pasif
980,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Felix Tambunan,1,"datang saat weekend dan harus mengantri untuk masuk tanpa ada pemberitahuan ini nunggu apa. Asumsi saya karena kapasitasnya penuh (?)
Sebaiknya diumumkan saja jika penuh karena selain kasian buat yang ngantri berdiri di depan pintu, juga mengganggu pemandangan.

Plus di dalam panas banget dan pengap.",2 bulan lalu,2025-10-21,akhir pekan antri masuk pemberitahuan nunggu asumsi kapasitas penuh umum penuh kasihan ngantri diri pintu ganggu pandang panas pengap
981,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Nada Fyllo,5,"salah satu tempat chill dan qtime yg cozy.. mau baca2 asik, mau nulis2 journaling jg oke, atau sekedar selfie jg bisa 😅 saran aja kalo kesini jangan weekend karena kursinya penuh semua.. …",2 tahun lalu,2025-10-21,salah chill qtime cozy baca asyik nulis journaling oke dar selfie saran kesini akhir pekan kursi penuh
982,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Suluh Pandu Dwiartantio,5,"Saya rasa renovasinya akan membuat Taman Ismail Marzuki kembali ramai, memang ada pro dan kontra tapi setidaknya dengan renovasi terbaru TIM, perpustakan menjadi ramai dan saya ga heran karena jadi sebagus itu

✅ Tempatnya sangat nyaman
✅ Koleksi buku lengkap dan bisa dibawa dipinjam ke rumah
✅ Cocok yang mau buka laptop bahkan afa private area buat video call
✅ Gratis hehehe
✅ Tempatnya aesthetic
✅ Ada musholla di dalam, ada masjid di area TIM
✅ Sekitar komplek TIM ada pameran pameran

❌ Slooooow internet
❌ Kalau rame banget jadi agak berisik
❌ harus daftar bukutamu di web kalau mau datang
❌ Kalau full ya ga bisa dateng",3 tahun lalu,2025-10-21,renovasi taman ismail marzuki ramai pro kontra renovasi baru grup pusta ramai heran bagus tempat nyaman koleksi buku lengkap bawa pinjam rumah cocok buka laptop afa private area video telpon gratis tempat aesthetic musholla masjid area grup komplek grup pamer pamer slooooow internet rame berisik daftar bukutamu web penuh dateng
983,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Thalia,5,Tempatnya baguss Perpus Cikini nya sendiri rame kalo weekend tapi tempatnya banyak dan buku-bukunya lumayan lengkap. HB Jassin lebih sepi dan koleksi fiksinya lebih banyak. Overall perpus Cikini koleksi bukunya banyak en tempatnya cozy. Mantab 👍 …,Diedit setahun lalu,2025-10-21,tempat baguss pus cikini rame akhir pekan tempat buku buku lumayan lengkap jassin sepi koleksi fiksi overall pus cikini koleksi buku tempat cozy mantab
984,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Rii Its,3,"Tempatnya bagus, tapi lebih terasa seperti Coworkng Space ya kebanyakan yg sibuk sama Laptopny dbanding baca bukunya😁Dan mungkin karena lagi boming2ny jd agak ramai, sampai di meja panjang dekat lorong buku ilmu kedokteran, ada balita nangis lumayan lama sama orang tuanya cuma digendong tetap sambil baca buku, tanpa menghiraukan orang sekelilingnya yg harusnya suasana perpus itu tenang nyaman. Ada petugas banyak yg wara wiri pun entah ditegur atau tidak. Semoga perpus cikini bisa seperti perpusnas tertib dan nyaman 😊",2 tahun lalu,2025-10-21,tempat bagus coworkng space banyak sibuk laptopny dbanding baca buku boming ramai meja lorong buku ilmu dokter balita nang lumayan orang tua gendong baca buku hirau orang keliling suasana pus tenang nyaman tugas wara wiri tegur moga pus cikini perpusnas tertib nyaman
985,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Michella D,5,Di hari Minggu siang rame banget kek pasar. Orang yang kesini keknya banyakan buat foto2 gimmick ataupun nugas dibanding beneran baca bukunya,setahun lalu,2025-10-21,minggu siang rame pasar orang kesini kek banyak foto gimmick nugas banding beneran baca buku
986,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fairytin,5,"Aku suka aroma buku ~♪

Perpustakaan ini menyediakan beragam koleksi buku dan sumber informasi serta menjadi tempat yang nyaman untuk belajar dan membaca.

Registnya juga mudah, penitipan barang, tempat charger semua teratur~",setahun lalu,2025-10-21,suka aroma buku pustaka sedia agam koleksi buku sumber informasi nyaman ajar baca registnya mudah titip barang charger atur
987,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Mona A. Yuwono,4,"Perpustakaan Daerah yang baru saja selesai direnovasi.  Ke sini enak pakai kendaraan umum, bus kota atau KRL turun di Stasiun Cikini. Naik mobil, masuk parkir, bayar parkir Rp 5.000 jam pertama dan selanjutnya Rp 4.000/jam.

Koleksi buku cukup lengkap. Interior menarik. Ada ruangan baca buku individu sehingga tidak terganggu dengan yang lainnya. Silakan tanya ke bagian informasi untuk buku yang dicari.

Jangan lupa daftar keanggotaan dahulu di web. Tidak daftar, tidak bisa masuk.

Satu yang bingung sama Perpus ini, musholla hanya disediakan di bagian dalam perpus. Bingung kalau mau sholat di bagian luar karena harus ke mesjid. Kalau hujan, selesai, karena antar bangunan tidak ada kanopi.",2 tahun lalu,2025-10-21,pustaka daerah selesai renovasi enak pakai kendara bus kota krl turun stasiun cikini mobil masuk parkir bayar parkir jam jam koleksi buku lengkap interior tarik ruang baca buku individu ganggu sila informasi buku cari lupa daftar anggota web daftar masuk bingung pus musholla sedia pus bingung sholat mesjid hujan selesai bangun kanopi
988,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Sharah Melinda,5,"Perpustakaan ternyaman, fasilitasnya lengkap dan stafnya ramah banget. Ada loker, tempat untuk bacanya variatif, koleksi bukunya juga lumayan lengkap.",setahun lalu,2025-10-21,pustaka nyaman fasilitas lengkap staf ramah loker baca variatif koleksi buku lumayan lengkap
989,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Aisyah in,4,"Cukup nyaman situasinya dan luas. Saya jauh dari Bogor ingin ke Playgroundnya. Sayang sekali, ternyata Playground nya tutup sejak 2018 karena gempa dan ada retakan. Saya lihat koleksi bukunya juga ngga sebanyak dulu, banyak yang kosong. Dan permainan edukatif sudah tidak terawat. Seandainya orang Indonesia pandai merawat, insyaallah menyenangkan",6 tahun lalu,2025-10-21,nyaman situasi luas bogor playgroundnya sayang playground tutup gempa reta lihat koleksi buku kosong main edukatif awat anda orang indonesia pandai rawat insyaallah senang
990,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ribka Gabriella,5,"I had a great time in perpustakaan ciki i! tempatnya bagus, aesthetic, buku-bukunya memang kalah lengkap di bagian ilmu2 tertentu, tapi petugasnya beneran helpful dan ramah banget <3",setahun lalu,2025-10-21,had great pustaka cik tempat bagus aesthetic buku buku kalah lengkap ilmu tugas beneran helpful ramah
991,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Sulton Maesa,1,Sepertinya sudah satu bulan sejak saya mengadukan keluhan ke admin tetapi sepertinya belum ada perbaikan untuk pengunjung yang menggunakan meja dengan cara meletakkan buku tulis tetapi ditinggal dalam waktu yang lama.,4 bulan lalu,2025-10-21,adu keluh admin baik unjung meja letak buku tulis tinggal
992,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Annisa Aulia Asmarani,5,"Perpustakaan yg didesain modern dan futuristik. Satu kata, kekinian!

Sejauh ini menurut saya perpustakaan umim daerah terbaik. Koleksi bukunya lengkap, tempatnya sangat luas dan banyak spot membaca yang tentunya bikin nyaman.

Kalau mau berkunjung jangan lupa untuk reservasi lebih dulu ya..",2 tahun lalu,2025-10-21,pustaka desain modern futuristik kini pustaka umim daerah baik koleksi buku lengkap tempat luas titik baca nyaman kunjung lupa reservasi
993,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Sri Hartono,3,"Design tempatnya memang unik, tapi masih perlu banyak perbaikan seperti AC kurang dingin, koleksi buku perlu sekali ditambah, dan tempat unt belajar/bekerja secara individual kurang terdukung karena meja tidak ada sekat dan banyak ""pengunjung"" yang datang ber-bondong² hanya untuk berphoto...😅 (mungkin krn fasilitas ini msh baru dan sepertinya di design unt memenuhi kebutuhan sebagian besar masyarakat kita yg senang selfie/wefie/ber-photo²an 🙈

Menariknya ada tempat bermain unt anak² dan tempat baca unt anak².. mudah²an mereka tidak mengganggu kakak²nya yg sedang serius bekerja ya... ☺😁😇",2 tahun lalu,2025-10-21,design tempat unik baik dingin koleksi buku tambah unt ajar individual dukung meja sekat unjung ber bondong berphoto fasilitas design unt penuh butuh masyarakat senang selfie wefie ber foto tarik main unt anak baca unt anak mudah ganggu kakak serius
994,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ani T Handayani,5,"Tempat duduknya banyak bangetttt, ga perlu takut kehabisan tempat duduk. Cocok banget untuk yang kerja remote, bacaannya lengkap. Harus registrasi sebelum masuk. Letaknya di lt3, baca buku disini tuu ga kerasa bangett waktu berjalan.",setahun lalu,2025-10-21,duduk bangetttt takut habis duduk cocok kerja remote baca lengkap registrasi masuk letak baca buku tuu rasa jalan
995,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Hanani MS,3,"Rating untuk thn 2019.
ternyata setelah membaca ulasan kondisi terkini dengan dulu sangat jauh berbeda.
NOSTALGIA
Tahun 2016,
saya sangat terkesan dan menyenangkan berada d perpustakaan ini. Lobi lantai dasar biasany untuk pameran. Pegawai nya ramah sekali. D sediakan lift dan juga tangga. Kabarnya ruang membaca sekaligus playground ada dalam 1 lantai.
Tapi saya tdk sempat masuk. Dulu paling suka membaca dengan duduk d pinggir jendela, dan lesehan di karpet. Bukunya cukup tertata dan baru.

Semoga segera ada revitalisasi untuk gedung beserta isinya. Aamiin. Eman eman klo d biarkan berlarut larut.",6 tahun lalu,2025-10-21,rating baca ulas kondisi kini beda nostalgia kes senang pustaka lobi lantai dasar pamer pegawai ramah sedia lift tangga kabar ruang baca playground lantai masuk suka baca duduk pinggir jendela leseh karpet buku tata moga revitalisasi gedung serta isi amin eman eman biar larut larut
996,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,S1mlul,5,"Recommended buat kalian yang ingin suasana ramai tapi tenang buat ngerjain skripsi, kerjaan, tugas, etc. Fasilitas nya mulai dari wifi, colokan, wc, dll. Ada syarat reservasi hari disini jadi aku saranin h-1 dateng nya :>",2 tahun lalu,2025-10-21,recommended suasana ramai tenang ngerjain skripsi kerja tugas dsb fasilitas wifi colok dsb syarat reservasi saranin dateng
997,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Muhimatul Kh.,5,"Tempatnya nyaman buat nugas ataupun baca. Literatur dari non fiksi dan fiksi pun banyak. Ada tempat loker buat simpan tas. Kalau mau minjem, jadi anggota dulu ya. Ada aplikasinya juga. Modern library that make you comfortable😇 …",4 bulan lalu,2025-10-21,tempat nyaman nugas baca literatur non fiksi fiksi loker simpan tas minjem anggota aplikasi modern library comfortable
998,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Angela Wijaya,5,"Selalu suka baca buku atau ngerjain tugas disini. Ambiencenya enak banget buat produktif.
Minusnya kl dateng siang, sering gak dapet tempat duduk karena rame hehe",setahun lalu,2025-10-21,suka baca buku ngerjain tugas ambiencenya enak produktif minus dateng siang duduk rame
999,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Na Na,5,"One of my fav library!

Koleksi bukunya banyaaak. Bikin puas. Ruang bacanya juga enak dan nyaman banget. Di perpus ini ada playground juga buat anak-anak yang tempatnya terpisah sama ruang baca untuk dewasa.

Banyak yang nggak tahu tempat ini, meskipun lokasinya di Taman Ismail Marzuki. Paling gampang, kalo jalan kaki, masuk lewat pintu keluar parkiran. Posisinya di paling pojok, belakang kantor pemadam kebakaran. Sebelah Galeri Cipta 2. Kalau dari pintu masuk parkiran, sebelum Planetarium belok kanan sampai ujung",6 tahun lalu,2025-10-21,punya suka library koleksi buku puas ruang baca enak nyaman pus playground anak anak tempat pisah ruang baca dewasa lokasi taman ismail marzuki gampang jalan kaki masuk pintu parkir posisi pojok kantor madam bakar belah galeri cipta pintu masuk parkir planetarium belok kanan ujung
1000,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Yani Priharyani,5,Nyaman banget perpusnya. Koleksinya juga banyak,2 bulan lalu,2025-10-21,nyaman pus koleksi
1001,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,T. Karina L.,5,"Bangunan perpustakaan ada di sisi paling kiri dan yang paling tinggi. Akses nya harus lewat tangga paling depan. Ada lift akses di tengah bangunan, tapi itu khusus untuk perpustakaan anak. Untuk proses masuk nya mudah, selama sudah mendaftar dan jadi anggota. Untuk baca santai tempatnya cukup nyaman dan terang. Penghawaannya juga gak terlalu dingin, jadi bisa fokus baca buku. Rak koleksi ada banyak dan masih kosong, karena masih banyak gedung yang masih di gudang. Pas weekend, banyak keluarga dengan anak2 yang datang untuk membaca santai.",3 tahun lalu,2025-10-21,bangun pustaka sisi kiri akses tangga lift akses bangun khusus pustaka anak proses masuk mudah daftar anggota baca santai tempat nyaman terang hawa dingin fokus baca buku rak koleksi kosong gedung gudang akhir pekan keluarga anak baca santai
1002,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Realitea Gurl,5,"Perpus favorit karena tempatnya nyaman 😍 Koleksi buku fiksinya bagus bagus dan update, bisa pinjam ruangan diskusi dan komputer juga seperti perpustakaan pada umumnya, ada musholla di dalam jadi ga perlu keluar keluar lagi, salah satu perpus ternyaman yang pernah saya kunjungi 🤩 …",setahun lalu,2025-10-21,pus favorit tempat nyaman koleksi buku fiksi bagus bagus update pinjam ruang diskusi komputer pustaka musholla salah pus nyaman kunjung
1003,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Eureka Pratiwi,5,"Perpustakaan yang bagus dengan beragam bacaan buku yang cukup lengkap dan bersih. Transportasi umum untuk yang mau kesini bisa menggunakan Transjakarta rute 5M, 6H, KRL dengan tujuan Cikini, Jaklingko rute Jak10A atau Jak10B. Untuk kendaraan pribadi juga tersedia tempat parkir nya ya.

Ohya setelah masuk, scan barcode booking lalu petugas akan memberikan kunci loker serta tas pvc transparan untuk kalian taruh barang penting. Pada tiap lantai ada mesin akses pencarian buku yang ingin dibaca disertai tiap rak ada penomoran dan kategori buku tsb. Sehingga memudahkan kalian. Tiap lantai juga memiliki toilet yang bersih.

Jika ingin berkunjung kesana wajib booking online atau bisa download aplikasi Jaklitera dan pastikan daftar dulu ya. Jaklitera aplikasi nya juga mudah digunakan dan jika ingin meminjam buku max 2 buku dan yang meminjam memiliki KTP DKI Jakarta atau berkegiatan di Jakarta. Durasi pengembalian buku 14 hari ya dan jangan telat karena bisa kena denda.

Apresiasi untuk staff disana juga helpful dan ramah! Pssst ada Kopi Kenangan juga jadi kalau mau ngopi setelah baca buku bisa😆",setahun lalu,2025-10-21,pustaka bagus agam baca buku lengkap bersih transportasi kesini transjakarta rute krl tuju cikini jaklingko rute jak jak kendara pribadi sedia parkir ohya masuk scan barcode booking tugas kunci loker tas pvc transparan taruh barang lantai mesin akses cari buku baca serta rak nomor kategori buku mudah lantai milik toilet bersih kunjung kesana wajib booking daring unduh aplikasi jaklitera pasti daftar jaklitera aplikasi mudah pinjam buku max buku pinjam milik ktp dki jakarta giat jakarta durasi kembali buku telat kena denda apresiasi staff sana helpful ramah pssst kopi kenang ngopi baca buku
1004,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Juscha Art,5,"Bagus tempatnya bukan hanya unt dewas untuk anak-anakpun ada.
Tempat duduknya ada yg ada meja
Ada yg lesehan
Ada komputer, headphone juga. Keren dan. Dan luas juga.",Diedit 2 tahun lalu,2025-10-21,bagus tempat unt dewas anak anak duduk meja leseh komputer headphone keren luas
1005,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Anita Kusuma Dewi,5,"Nyaman banget tempatnya buat baca buku atau remote working, area baca anak² pun luas... Recommended place!
Bangga Jakarta punya Perpustakaan sebagus dan senyaman ini.",2 tahun lalu,2025-10-21,nyaman tempat baca buku remote working area baca anak luas recommended place bangga jakarta pustaka bagus nyaman
1006,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Alfina Claudia,5,"Perpusnya ramah anak, friendly and very helpful staf reservationnya. So dont be worry if u gabawa hp bisa langsung tanya ke stafnya dan bisa pake kaya struk yg kecetak langsung buat scan barcode.. ud nyobain 6hari berturut"" kesini, akses ke tempatnyajg gampang bisa naik tj 5m kp melayu-tanah abang, layanan multimedianya juga oke stafnya helpful jugaa.. koleksi buku""nya bnyk yg terupdate. As a public fasility kerennn",2 tahun lalu,2025-10-21,pus ramah anak friendly helpful staf reservationnya worry gabawa langsung staf pakai struk cetak langsung scan barcode nyobain kesini akses tempatnyajg gampang melayu tanah kakak layan multimedia oke staf helpful koleksi buku terupdate publik fasility kerennn
1007,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Aisyah Rahmawati,5,"Lokasi pembangunan baru di TIM perpustakaan,
Kalo mau cari buku sebaiknya di wbsite nya dulu lalu ketika tiba tanya ke petugasnya buku yang ingin di cari karena terlalu sulit untuk mencari buku sendiri , ruangan artistektur banget , pencahayaan okay
Ada ruangan untuk anak-anak bermain juga",3 tahun lalu,2025-10-21,lokasi bangun grup pustaka cari buku wbsite tugas buku cari sulit cari buku ruang artistektur cahaya okay ruang anak anak main
1008,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,arie puji lestari,5,"Perpustakaannya nyaman dengan design yang estetik, bisa sebagai alternatif mengisi liburan untuk anak-anak.",setahun lalu,2025-10-21,pustaka nyaman design estetik alternatif isi libur anak anak
