review_id,Place_name,city,Username,rating,Komentar,relative_date,review_date,sentiment
1300,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Putri Asbih,5,pustaka bagus nyaman keren poko dateng dicikini,2 tahun lalu,2025-10-21,positif
1301,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,shiddiq abdilah,5,letak komplek taman ismail marzuki masuk pus reservasi akun anggota pustaka jakarta buat akun cepat kuota reservasi lokasi kuota tempat nyaman duduk diskus baca ajar colok aman bawa laptop,2 tahun lalu,2025-10-21,negative
1302,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Try Asputri Pane,2,crowded space duduk berisik orang lalang panas gerah rasa,11 bulan lalu,2025-10-21,negative
1303,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,vira vira,3,segi luas luas segi lokasi mudah jangkau parkir ribet segi interior desain modern buka space anak pisah baca dewasa berisik atur jaga suara ribet akses masuk much scan barcode masuk scan barcode masuk reception scan barcode tititp tas ganti tas transparan scan barcode receptionist scan nama barcode identitas loker akses loker ruang receptionist akses ganti tas transparan serah tas letak loker ribet akses over bad dateng ksini pikir ulang,2 tahun lalu,2025-10-21,negative
1304,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Mutia Nuriani,4,good kecuali mushola mushola pisah wudhu pakai sendal jepit jalan lewat ruang basah lantai mushola pisah ruang baca koleksi alangkah pisah ruang,setahun lalu,2025-10-21,negative
1305,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Happywash Laundry,5,nyaman untk nugas nyari buku,8 bulan lalu,2025-10-21,neutral
1306,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Dhita Prabasari Wibowo,5,pustaka nyaman ajar unjung harus reservasi erti khawatir bantu tugas pds relatif sepi banding pustaka cikini kuota aman lantai lantai area resepsi lantai area baca koleksi meja baca lengkap colok meja konsentrasi sedia bilik bilik baca kursi ruang temu mushola toilet boleh makan minum ruang,2 tahun lalu,2025-10-21,negative
1307,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Windy Sumekar,5,bagus senang sayang planetarium tutup kesini,2 tahun lalu,2025-10-21,negative
1308,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Dea,4,tempat bagus pilih buku ramai sedia baca minus donasi buku ribet tunggu staf datang minta maaf isi form bingung tulis kasih tunjuk arah parkir bingung arah pus,2 tahun lalu,2025-10-21,negative
1309,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Excel,1,asa duduk mending perpusnas cuyy bawa motor harap tarif murah iya ajar jam bawa motor jam sono beli makan,Diedit setahun lalu,2025-10-21,negative
1310,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Pebi Pebrian,3,tukang parkir liar depan tolong ditindaklanjuti impression pus cikini ketemu parkir liar mengatasnamakan parkir cikini bohong pustaka bukaa libue dana ambil curhat satpam depan tolong ditindaklanjuti kenyamanann,setahun lalu,2025-10-21,neutral
1311,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Emma Amalia,5,nyaman nulis baca buku,2 tahun lalu,2025-10-21,positif
1312,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Budi Sudradjat,5,grup buka revitalisasi,3 tahun lalu,2025-10-21,negative
1313,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Pristi Zahara,5,layan bagus ramah bersih nyaman ramai,2 tahun lalu,2025-10-21,negative
1314,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Deni Y,5,bangun luas bersih fasilitas lengkap pustaka lantai pustaka lantai pustaka anak pustaka anak area turun tangga pindah pustaka sastra jasin pustaka anak area beda fasilitas toilet pada sebar gedung pustaka mushola sedia pustaka masjid masjid amir hamzah gedung pustaka area grup,3 tahun lalu,2025-10-21,neutral
1315,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fauzia Lutfiyya Haz,5,pustaka favorit jakarta libur sekolah tempat lumayan kondusif ngerjain tugas baca buku mushola makan ngopi break,setahun lalu,2025-10-21,neutral
1316,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Athiyyah Hajidah,3,pustaka nikmat hikmat tolong parkir itungannya jam nama pustaka sebentar pustaka nasional jam jam parkir motor pustaka cikini pustaka cikini gabisa kelola swasta pustaka nasional perintah langsung,setahun lalu,2025-10-21,positif
1317,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Antonius Agung,1,tanggal november sekolah anak ada fieldtrip pustaka info pustaka sampa masuk ruang pustaka alas syuting film konyol,setahun lalu,2025-10-21,neutral
1318,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Herriy Cahyadi,5,pustaka bagus lengkap akses mudah murah kereta familiar sistem reservasi entry biasa bersih toilet seringkali air genang loker simpan barang masjid masuk masjid amir hamzah juli selesai harap maklum,3 tahun lalu,2025-10-21,negative
1319,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Poby Luby,5,rumah pustaka tenang buku baca suka untung titik baca sendiri kendara mudah jangkau henti persis mudah gratis jajan,setahun lalu,2025-10-21,neutral
1320,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Zikrika Tyas,5,comfy space designnya bagus enak pandang titik baca bagus enak nugas place visit,setahun lalu,2025-10-21,negative
1321,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fitri,5,cocok kumpul bareng keluarga main baca buku tempat nyaman bersih rapi,10 bulan lalu,2025-10-21,negative
1322,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,priyo jatmiko,1,tugas layan pustaka grup ramah muka jutek senyum pandang sinis dsb ber etika jadi nyata tanggal februari istri bawa anak teman teman sore rekomendasi kunjung kecuali pemda ganti orang etika ramah muka manis atur nyaman unjung bawa barang harga pribadi pustaka taro loker jamin aman barang hilang,setahun lalu,2025-10-21,negative
1323,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Marina Saputri,5,seru pus stasiun cikini jalan kali menit sesuai cepat jalan pakai jalan japaz menit mampir jalan jual doger harga rujak harga enak teman teman pus cikini,2 tahun lalu,2025-10-21,neutral
1324,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Novrita Wilda,5,reservasi kunjung daftar aplikasi jaki mudah untum reservasi blm reservasi bantu tugas sana reservasi gratis bagus nyaman dewasa anak ruang baca anak lantai lengkap main mushola putri lantai mushola putra lantai bingung parkir mobil parkir mobil luas bingung area basement parkir mobil basement,2 tahun lalu,2025-10-21,neutral
1325,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Nurul Aini Fadilah,5,senang duduk tenang baca buku koleksi lengkap pus pusat aktivitas acara rutin tunjuk puisi musik pergi soon experience,setahun lalu,2025-10-21,neutral
1326,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Efrizal,5,favorit relaksasi charging ilmu suasana nyaman senyap aroma ruang sudut tenang pikir baca buku dar lanjutin kerja remote,setahun lalu,2025-10-21,neutral
1327,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Syahrial Maulana,5,fasilitas publik ckp nyaman parkir toilet ruang baca meeting multimedia masjid sop unjung area foodcourt blm ribed area bersih gedung jaga konsep sdh bagus halaman sampah sukses pustaka,3 tahun lalu,2025-10-21,neutral
1328,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fadli Muhammad,2,aestetic fot tempat bagus foto berisik ajar orang kuota ber kuota jaga pustaka obrol saut teriak main suara kencang regulasi berisik unjung duduk dekat eskalator suara berisik tata buku buku susun sesuai abjat lantai buku milik section buku tetang biography fashion negara campur overall pustaka milik bagus milik manajemen milik atur ketat tata buku bagus khusus anak anak sekolah pisah berisik informasi visual orang lalulalang,Diedit 3 tahun lalu,2025-10-21,negative
1329,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,jenni melviani,5,pustaka nyaman tugas ramah good,2 tahun lalu,2025-10-21,positif
1330,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ahmad Ilham Danial,4,suka pustaka banding perpusnas akses ruang baca suka ganggu akibat tunggu lift penuh perpusnas catat suasana ruang baca tenang buat wilayah khusus baca tenang ganggu noise orang orang lalang bilik kaca khusus efektif suara berisik dengar ruang anak langkah sepatu orang bilik ruang khusus baca aman distraksi perilaku unjung norak ganggu pemberitahuan harap tenang pasang strategis,3 tahun lalu,2025-10-21,neutral
1331,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,suhendra Suhendra,5,keren pustaka aman nyaman cocok edukasi anak anak menggala gemar baca indonesia harap jaga rawat sarana prasarana jaga nyaman lengkap koleksi buku pokok mantappp,3 tahun lalu,2025-10-21,negative
1332,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Chéy,3,tugas berisik anak ruang berisik ruang tutup berisik ruang baca tempat hitung comfy sayang pustaka suara,3 tahun lalu,2025-10-21,negative
1333,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Annisa Octalia Nabella,5,kali kesini tempat bagus nyaman skripsi nugas suhu ruang panas dingin kasih bintang tugas securitynya sayang colok sebar mana koleksi buku bagus bagus wifi kenceng kali mati gapapa kuota,2 tahun lalu,2025-10-21,negative
1334,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Jakarta Selatan,5,saran akses masuk simpel mending cetak kartu masuk perpusatakaan nasional balaikota laku umur hidup ketimbang dateng masuk web daftar mending praktis masuk,2 tahun lalu,2025-10-21,negative
1335,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Arba Ai,5,salah destinasi cocok ajak anak anak main ajar tumbuh minat baca anak letak strategis jangkau transportasi,setahun lalu,2025-10-21,negative
1336,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,cucu cahya,5,tempat nyaman bersih atur oke anak betah baca buku sayang buku rusak ruang main main rusak lengkap yuukk mari unjung jaga tanggung kualitas kuantitas layak buku main anak lantai baguusss pus kunjung pus masjid awat nyaman pokok jadwalin rutin kunjung,2 tahun lalu,2025-10-21,negative
1337,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Fian Ardiyana,3,keren bintang sayang makan bebas rokok kepala upt atur awas,setahun lalu,2025-10-21,negative
1338,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Lintang Aura Kinasih,4,acnya dinginnn,2 bulan lalu,2025-10-21,neutral
1339,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,jasmine naditya prajwalita,1,google bilang buka kesana tutup,4 bulan lalu,2025-10-21,negative
1340,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Nurina Rachmaliah,5,nyaman asyik anak ajar main,2 tahun lalu,2025-10-21,negative
1341,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Medyna Roesly,4,great place update jam operasional ramadhan google map alesannya update medsos update mana jam jam tutup sistem dimatiin reservasi datang via web update jam operasional baru kecewa,setahun lalu,2025-10-21,neutral
1342,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Laeli Shinta,5,senang pustaka indah,2 tahun lalu,2025-10-21,negative
1343,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Marley Hand Dhydo,5,gedung pustaka estetik rapi bersih suasana cozy chill kunjung daftar daring code masuk scan code cek,2 tahun lalu,2025-10-21,neutral
1344,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Arifia Kasastra,5,enak tempat ramah anak,2 tahun lalu,2025-10-21,negative
1345,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Imam Maulana,5,tempat keren daftar membludak keren,setahun lalu,2025-10-21,negative
1346,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Mozzarella,3,tata letak lumayan bingung area akses tahap bangun dsb arah tanda sebar minim informasi akses area,setahun lalu,2025-10-21,negative
1347,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Charles Simanjuntak,5,bagus alternatif wfa ngerjain tugas,2 tahun lalu,2025-10-21,negative
1348,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Widya Halimah,5,keren bersih nyaman cocok nugas nagih dateng solatnya cakep sayang wudhu perempuan sedia keran antri moga depan tambah ayo kunjung pustaka cikini,3 tahun lalu,2025-10-21,neutral
1349,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Deka Watchson,3,layan front desk pustaka ramah,setahun lalu,2025-10-21,neutral
1350,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Joseline Sompotan,5,baca reviewnya kondisi pustaka bagus unjung puas pustaka bersih dingin tugas helpful ramah main pustaka lantai lengkap rusak anak suka tingkat tegas tugas anak main tenang pustaka main rusak daur ulang jaga kerapihan,6 tahun lalu,2025-10-21,negative
1351,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Al Furqan (Primary),5,tempat nyaman kali eskalator lantai cek eskalator turun area pustaka fungsi dingin,2 tahun lalu,2025-10-21,neutral
1352,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Vivi Rizkyanti Anggoro,2,tempat bagus estetik nyaman jadi baca pustaka nama berisik tempat nyaman baca nugas depan bantu manajemen perpustakaaan kembali citra pustaka hening nyaman ajar wisata ramai kunjung,3 tahun lalu,2025-10-21,neutral
1353,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Mustika Dewi,5,sabtu minggu buka jam nyaman anak koleksi buku lengkap terimakasih pemprov dki,11 bulan lalu,2025-10-21,neutral
1354,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ridwan Firdaus,4,wifi lambat ramai unjung sabtu,2 tahun lalu,2025-10-21,negative
1355,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Bulan Sabit,1,parkir motor pinggir trotoar mahal tanah orang tukang parkir masuk dalem parkir jam,setahun lalu,2025-10-21,negative
1356,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Cycilia Ernita Shandy,2,worst library ever pustaka berisik atur tugas unjung bicara suara keras ganggu unjung baca ajar bawa minum bijak buruk akibat dehidrasi suara gema anak awas menganggu situasi kondusif,2 tahun lalu,2025-10-21,negative
1357,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Benediktus adi nugroho,5,pustaka rapi bersih nyaman baca tugas kuliah tugas sekolah,setahun lalu,2025-10-21,neutral
1358,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Nisa,5,tambah wawas tahu buku buku lumayan lengkap lokasi strategis,7 tahun lalu,2025-10-21,negative
1359,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Dea A,4,kemarin baca baca teman topik baca kali kesini kemarin kemarin batal acara seru referensi kerja tempat nyaman rame minggu duduk kursi duduk sebentar tutup,2 tahun lalu,2025-10-21,negative
1360,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,wonderful journey,1,tugas sana ramah,2 minggu lalu,2025-10-21,negative
1361,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Agil Mahasin,5,banyak kota laen nama pustaka pajang buku concern vibes kondusif friendly pus jakarta nilai terimakasih perintah dki jakarta,setahun lalu,2025-10-21,positif
1362,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,I PUTU BARRY Sadega,5,bagus revitalisasi fasilitas multimedia komputer internet,3 tahun lalu,2025-10-21,negative
1363,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Tony Bankata,5,sekian kesini ubah keren betah baca buku cari referensi healing baik anak suka,setahun lalu,2025-10-21,negative
1364,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,c,4,senang orang pustaka baca ajar kerja ngadem foto foto serah tolong tekan orang kunjung pustaka inti ribut kecuali area anak maklum pegawai dibriefing ribut ngerumpi heboh meja baca unjung foto foto tolong grasak grusuk hebring hahahhihi orang monas pegawai aktif negur orang ribut fasilitas oke pegawai ramah buku lengkap nyaman kecuali tegas ribut reng,2 tahun lalu,2025-10-21,neutral
1365,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Aditya Putra Hendryan,3,luas dibayangin buku lengkap rak buku kosong pustaka berisik letak taman ismail marzuki notabene libur wisata keluarga anak bayi masuk pustaka dar lihat niat baca apa anak bayi jarang teriak menang dalam pustaka pustaka tanggap masalah terimakasih,2 tahun lalu,2025-10-21,neutral
1366,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,freddie salim,3,tutup jam sore cek jam sore kali kesini afa maintenance informasi mana dateng jaga pintu masuk duduk main game jauh maaf kakak nunjuk layar gaya sok terima vibe baca,3 tahun lalu,2025-10-21,negative
1367,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Veriana Nainggolan,2,buku budaya batik buku kandung sejarah lebih buku model batik digitalisasi lumayan protes jaga buku batik kandung sejarah hitam alas tugas pus buku ada atas ajar budaya budaya cipta biasa zaman lampau kocak alas tugas tau salah mana ada buku literasi gimana,2 tahun lalu,2025-10-21,negative
1368,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Abie Dewangga,4,kali kali kesini tau playground tutup enak tempat koleksi buku lumayan sejarah ilmu tahu sosial novel dsb buku orang dewasa buku main anak balita kindergarten main lego instrumen motorik halus bongkar pasang dsb tempat bagus sayang dingin sedingin,6 tahun lalu,2025-10-21,negative
1369,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Syifa,5,seru buku bagus baca orang tua nyari buku buku anak sana buku bagus baca komik novel dsb pokok variasi,Diedit setahun lalu,2025-10-21,negative
1370,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,aay allstar,5,pustaka bagus nyaman saran toilet wudu dekat ruang buku basah lantai toilet wudu dekat ruang musholla bolak sholat wudu toilet musholla,2 tahun lalu,2025-10-21,neutral
1371,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Yuni wulandani,5,luas nyaman tenang bersih transportasi mudah suka library,7 bulan lalu,2025-10-21,neutral
1372,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Andita,4,masuk pustaka gratis daftar websitenya isi rencana kunjung bingung ngisinya gimana pintu masuk ruang pustaka tugas jagain tugas ramah bantu daftar cek scan barcode kunjung masuk titip tas masuk buku buku suasana enak pustaka suasana toko buku hening dalem fokus baca buku pilih buku duduk,3 tahun lalu,2025-10-21,negative
1373,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Bagus Rizky,5,komplit perpustakaanya mana buku buku seni buku buku baru saran jam kunjung titik baca lupa tertib pasuk staffnya ramah ramah pandu orang orang awam baca,2 tahun lalu,2025-10-21,negative
1374,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,arif wihargo,5,bersih bagus luas model keren,3 tahun lalu,2025-10-21,neutral
1375,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ratna Ningsih,4,pustaka senang masuk suguh pandang karya sastra seni unjung diharuslan isi data kunci loker titip ktp lantai komputer duduk baca leseh area baca anak lantai serta mainam edukasi agam kertas gambar warnain pensil warna sayang lantai area main flying fox mandi bola dsb tutup pugar harap berisik baca main lantai,6 tahun lalu,2025-10-21,neutral
1376,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Raflythoriq Novaisy Sumaga,2,tugas pakai seragam ramah tugas beda orang pakai seragam tugas layan main ngobrol abai unjung tenang suasana announcer suara halus announcer suara kasar betah lama tugas bersih berisik bersih ketok alat bersih lantai detik ganggu coba bayangin fokus bljr dengar tongkat pel ketok kali pulang tongkat ketok moga layan kembali kasih rating bintang kes turun,Diedit 6 tahun lalu,2025-10-21,neutral
1377,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Thian Wisnu,5,tau pustaka tutup libur nasional cuti senin minggu bulan oiya pustaka jakarta pustaka nasional,setahun lalu,2025-10-21,neutral
1378,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Jenifer Lesmana,1,gedung bagus gaya arsitektur keren atur masuk tangga bawa anak arah sedangkann lift lift gedung pus pkl masuk istirahat sholat jumat sedangkann orang tugas lebih masuk orang cek masuk kecewa layan tau jem masuk masuk arah masuk pustaka,3 tahun lalu,2025-10-21,negative
1379,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,saniyyah,4,tolong update informasi pustaka tutup kali lihat informasi google pustaka buka tulis tutup,10 bulan lalu,2025-10-21,neutral
1380,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,devi suryani (Deviero),4,syarat masuk gencar info masyarakat kuota,3 tahun lalu,2025-10-21,negative
1381,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Achmad Fauzi Irsani,5,tempat rapi tempat tata bagus cocok baca santai tugas masuk ruang registrasi code tutup wib,3 tahun lalu,2025-10-21,negative
1382,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Lia Lathifa,5,suka pustaka cikini lengkap buku ilmiah braille komik buku anak anak ruang lantai ramah anak playground khusus usia pojok paud toilet bersih musholla pinjam buku member loker sedia parkir luas posisi pojok belah planetarium,Diedit 7 tahun lalu,2025-10-21,negative
1383,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Roel,5,tempat luas koleksi buku variatif main edukatif anak orangtua bawa anak kesini manfaat masyarakat lokasi pegawai ramah toilet bersih sejuk pustaka anak daerah indonesia,6 tahun lalu,2025-10-21,neutral
1384,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Akbar Aditya,5,kali kesini minggu,2 tahun lalu,2025-10-21,neutral
1385,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,M. Tampubolon,2,kritik kartu anggota atur anggota pustaka buku pinjam denda lambat dsb anggota aktif kali pinjam buku sosialiasi tugas panjang buku daring via telpon ganggu cuaca jakarta tentu siang panas sore dadak hujan telpon tulis google angkat maksa kembali buku hujan pustaka resiko buku rusak basah diplastikin insiden lambat kembali buku basah hujan rugi anggota pinjam buku anggota pus kerja akhir pekan pinjam kembali buku banyak buku pinjam pinjam anggota anggota perpumda kuningan buku pinjam kurleb bantu kerja koleksi banyak kesini buku fiksi terbit,6 tahun lalu,2025-10-21,negative
1386,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Ras Madu,5,ngajak anak commuter anak kucing senang commuter turun stasiun cikini cikini lurus kilo jalan kaki nyampe pus jkt tangga jalan lurus masuk pintu darurat kios makan kayak foodcourt langsung lift,2 tahun lalu,2025-10-21,neutral
1387,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Usaid Fat,5,cozy tempat rame favorit,setahun lalu,2025-10-21,negative
1388,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Novia Widyawati,5,aesthetic bagus tenang,2 tahun lalu,2025-10-21,negative
1389,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Dovian Emely,5,lokasi pus cikini gratis wifi colok dingin toilet mushola nyaman berisik bilik hadap jendela butuh ruang privat wifi mati jam konek ulang bawa makan minum akses lift ramai antri akses tangga darurat eskalator moga besok jam buka malam,2 tahun lalu,2025-10-21,negative
1390,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Sannisa Aulia Luthfi,5,working reading space,setahun lalu,2025-10-21,neutral
1391,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Agung,3,kesini sabtu reservasi daring suasana pus rame koleksi lengkap berisik orang ngonten kamera gede ganggu,2 tahun lalu,2025-10-21,neutral
1392,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,santa sarasambhada,3,tempat nyaman koleksi buku lumayan staffnya berisik obrol tertawa keras ganggu konsentrasi nyaman,2 tahun lalu,2025-10-21,neutral
1393,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Maufal Achmadin,5,jakarta publik library pustaka buka bawa ilmu masyarakat jakarta estetik elegan rapi gambar pustaka,setahun lalu,2025-10-21,neutral
1394,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Anna R Nawaning S,3,rekreasi anak remaja cinta baca buku fisik tempat cozy ajar kalang umur sayang mushola wudhu toilet panjang pinjam telepon panjang anggota serah fotocopy ktp sedia fasilitas fotocopy jaring komputer ganggu pinjam tuduh member kembali buku panjang anggota kartu langsung cetak alas komputer ganggu wifi lamban password tugas buku update terbit rak terbit majalah majalah,8 tahun lalu,2025-10-21,neutral
1395,Perpustakaan Jakarta dan Pusat Dokumen Sastra HB Jassin| Cikini,Jakarta Pusat,Zhilal El Furqaan,3,pustaka cikini pustaka kasih rating main indoor awat awat salur air toilet bocor toilet becek toilet rusak tanda rusak main anak tutup awat bahaya ruang baca keluarga kunci sedih,6 tahun lalu,2025-10-21,negative
