review_id,Place_name,kategori,city,Username,rating,Komentar,relative_date,review_date,sentiment
2688,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Faris Ardiansyah,5,"Tempatnya nyaman dan tenang banget, cocok buat orang yang butuh fokus untuk kerjain tugas. Ada banyak jenis buku, mulai yang berbahasa Inggris atau Indonesia. Mereka juga sediain makanan dan minuman juga.",2 tahun lalu,2025-10-21,negative
2689,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Mimzy Becoming,5,"Cozy, spacious, and warmth welcome. I have no words to say other than thank you for make this place happening💖
🗄️ Tersedia loker
🥂 Minuman alami segar
📚 Koleksi buku yang langka ditemui di perpustakaan lain",setahun lalu,2025-10-21,neutral
2690,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Huda Faridha,4,"Perpustakaan milik personal. Tempatnya sangat nyaman untuk membaca buku, berdiskusi dan mengadakan event-event. Konsep indoor dan outdoornya sangat bagus dan seperti merasa di beranda rumah. Tersedia juga ruangan yang disewakan untuk meeting atau event lainnya. Selain itu sering juga diadakan obral buku dan pasar sehat. Disini juga menjual barang2 unik, majalah dan buku bekas, serta album. Dan pelayanannya ramah serta menyenangkan

It's a personal library and free for reading books. The place is so cozy. it feels like you reads a book at your own veranda. There are space for events. And sometimes held old books sales and pasar sehat /healhy market. in this library , you can buy unique stuff , albums, or old magazine and books with cheap prizes",7 tahun lalu,2025-10-21,neutral
2691,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,visensius daniel,5,"Tempat baca paling nyaman, sangat membantu untuk berfokus mendalami isi buku yang dibaca, tempat sejuk tanpa menggunakan AC diterik matahari yang panas.",6 bulan lalu,2025-10-21,negative
2692,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Riris Aditia N,5,"Sebuah perpustakaan independen di Surabaya yang bisa kamu kunjungi gratis untuk menutrisi jiwa. Ada ribuan koleksi buku dari berbagai penulis Indonesia maupun dunia. Bahkan, tersedia beberapa koleksi buku langka yang sudah tidak diterbitkan.

Kamu juga bisa memesan aneka minuman dan kudapan dari @dapurc2o. Menariknya, perpustakaan ini sangat mendukung pengurangan sampah demi kelestarian lingkungan. Jadi, jangan harap kamu bisa membeli minuman kemasan dan mendapat sedotan.

Meski tidak ber-AC, perpustakaan ini cukup sejuk dengan adanya kipas angin dan tanaman hidroponik yang bertebaran di meja dan sela-sela jendela. Sangat menenangkan, terutama untuk kaum introvert yang ingin mengembalikan energi.",2 tahun lalu,2025-10-21,neutral
2693,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Nadiah Mumtaz,5,"Cafe library di pusat kota Surabaya yang mudah dijangkau dan atmosfernya sangat homy dan hangat.
Kalau di bagian perpustakaan dibawah, suasana cukup adem karena disediakan kipas angin di meja yang bisa dinyalakan.
Minuman yang disuguhkan juga harganya terjangkau dan ada Obral buku juga.
Saya beli kamus rusia-jerman dengan harga 5.000 saja.
Fasilitas :
-kamar mandi
-coworking space
-ruang baca
-internet (ada biaya)",6 tahun lalu,2025-10-21,neutral
2694,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Audia K,5,"tempat yang hangat, pencahayaannya sangat apik, area duduknya cukup memadai, acara kolaboratif nya juga menarik sekali. mungkin bisa ditambah penyejuk. semoga makin banyak koleksi bukunya",4 bulan lalu,2025-10-21,neutral
2695,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Dimas Ardiansyah,5,"What I likes about this place :
1. Kalian bisa kesini buat belajar, ngerjain tugas, baca buku, atau cuman sekedar nongkrong for FREE, ya disini kalian gratis mau pake tempatnya cuman kalo udah selesai nanti di beresin lagi yaa
2. Bisa bawa makanan/minuman dari luar, yaa karena disini ga terlalu nyediain banyak menu juga sih
3. Tempatnya cozy dan aesthetic banget, cocok buat kalian yang suka foto - foto atau sekedar update story nih!
4. Bukunya lumayan banyak dan bisa kalian baca gratis tapi mungkin kalo pinjem aku belum tau bisa atau ngga karena aku sendiri juga belum pernah hehe
5. Pelayanannya oke dan yang jaga ramah banget. Kalo kalian pesen makanan/minuman nanti bakal dianterin ke tempat duduk kalian, padahal pas itu aku pesen es coklat niatnya mau nunggu aja tapi mas kasirnya bilang ""gapapa kak nanti saya anter aja"", cool ^^
6. Parking lot nya lumayan luas dan seingetku juga gratis + aman banget, pokoknya kalian kunci setir aja tuh kalo bawa motor, eh kalo bawa mobil kayanya belum bisa yaa karena gacukup jadi kalo kesini bawa motor aja...

Oiya meskipun tadi disini aku bilang free cuman lebih baik kalian tetep beli menu²nya buat support tempat dan juga ownernya, ayok ramein C20 Library :)",2 tahun lalu,2025-10-21,neutral
2696,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Raihan Fadhillah,4,"tempatnya di depan apotek dan kayanna. terdapat perpus di lantai satu dan coworking space di lantai 2. untuk coworking space di cas per orang 15k/jam. klo seharian 35k. punya tempat loker yang meminjam lokernya dengan deposite terlebih dahulu sebesar 10k . terdapat banyak buku terutama yang lama dan bersejarah yang tidak dicetak ulang setiap hari. agak langka. kalo lagi tutup tempatnya menyamaar hampir gak bisa di bedain dengan rumah pada umuknya. jualan beverage ringan untuk menemani kita membaca. pada bagian luat memiliki sirkulasi udara dan cahaya yang sangat baik. Adapun parkir, tidak di pungut biaya. personally, ini akan jadi tempat fav baca buku ku. untill next time.",7 tahun lalu,2025-10-21,neutral
2697,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Ngelancong Weekend,4,"Nyaman, bukunya lengkap sekali. Baik yang disewakan atau yang di perjualbelikan. Berharap banyak ruang-ruang seperti ini di Jakarta, tempatnya nyaman untuk bekerja, bisa nebeng wifi per 3 jam - 15 ribu untuk wifi, bisa akses lantai 2, free minum.

Nyaman sekali memang buat kerja, tapi ya.. agak kaget saya mbaknya insecure sekali ada orang yang naik ke atas dan tidak bayar, ""eh, mbakk.. Maaf kalo mau ke atas bayar"" lalu saya nyaut lagi, kalo cuma foto? Katanya bayar juga. Hehehe. Okelah. Akhirnya saya urungkan niatnya karena memang kesini untuk beli buku. minuman disini juga murah2 dan lumayan enak untuk harga segitu, saya beli es coklat cuma 8rb. Mantappp!!!",6 tahun lalu,2025-10-21,negative
2698,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Kyoko Amii,1,"Konsepnya baca buku, tapi boleh ngerokok. Bau asep rokok. Mending bikin smoking area sendiri aja jgn digabung🥲 …",sebulan lalu,2025-10-21,negative
2699,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Galang Rizky AP,3,"Buku di sini bagus tapi Masih terasa berisik di sini,padahal tujuanya mau baca buku dengan tenang",2 minggu lalu,2025-10-21,negative
2700,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,vhera febryana,5,"Comfort place yg deket bgt dari rumah. Saran aku ke sini pas lagi nggak ada event ya kalau tujuannya emang murni baca buku atau ngerjain tugas. Di Instagram mereka pastime announce kalo ada acara. Koleksi bukunya lumayan buat referensi ngerjain tugas. Meskipun nggak ada AC, tapi enak bgt baca buku di area lorongnya. Dan bahagianya lagi, ada anabul gemas 😭😭😭",setahun lalu,2025-10-21,negative
2701,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Imama Safira Izza,4,"Kak tanya apakah menerima sumbangan buku? (Novel novel original rate remaja)
Mohon dibalas ya kak jika berkenan menerima, saya ada novel koleksi pribadi jaman sekolah daripada saya loak kiloan mending saya sumbangkan.",sebulan lalu,2025-10-21,neutral
2702,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Putri Setyowati,4,"+ perpustakaan personal, gaya penataan bagus rapi, koleksi buku dari zaman dahulu sampai sekarang dari berbagai jenis bacaan mulai dari novel, komik, majalah, buku pelajaran. Ada musholla, kantin, kamar mandi",Diedit 6 tahun lalu,2025-10-21,neutral
2703,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Edo Christianto,5,"rasa rasanya baru kali ini menemukan tempat baca yang buku buku humaniora keren jadi ingin sering sering kemari, tempatnya juga tenang bikin membaca jadi lebih betah",setahun lalu,2025-10-21,neutral
2704,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,gevas gita,5,Meskipun nggak ada AC di lorongnya. Tp nggak gerah. Sebab sirkulasi udaranya bagus. Makanan yg dijual jg tidak tinggi gula. Cocok untuk nugas or baca dn suka ketenangan.,setahun lalu,2025-10-21,negative
2705,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Aira rakanisa Aulia,5,"Perpustakaan pribadi yang dibuka untuk umum, markas bertemunya beberapa komunitas urban surabaya mulai penggiat kegiatan literasi, makanan dan jajanan sehat, pemerhati sejarah, seni, grafis, penyuka kuliner, penikmat tur jalan kaki,  dan sebagainya. Beberapa yang rutin diadakan adalah pasar sehat dan penjualan buku bekas dengan harga terjangkau. 3 buku bekas koleksi dijual cuma 5 ribu rupiah saja.

Menyediakan co working space yang bisa disewa harian, mingguan dan bulanan dengan tarif yang cukup terjangkau

Tersedia beberapa ruang yang bisa dipakai untuk kegiatan workshop, pameran, maupun kegiatan lain dengan sistem sewa atau pengajuan proposal. Tersedia kamar mandi, area untuk sholat, ruang baca indoor maupun outdoo.

Koleksinya cukup lengkap, berbagai referensi tentang surabaya bisa ditemukan di sini, berikut referensi tentang urban maupun seni.

Terdapat beberapa kamar untuk home stay atau kos

Salah satu simpul kolaborasi studi urban bersama rujak jakarta, gerobak histeria dan studi urban lainnya. Terdapat pula toko buku yang menjual aneka buku yang kadang tak ditemui di toko buku besar, zine, album musik indie, agenda, pertigaan map dsb",7 tahun lalu,2025-10-21,neutral
2706,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Cintantya S R,5,"Recommended and a must visit if you are in Surabaya. Pegawainya ramah banget. Tempatnya meski nggak berAC tapi teduh dan ga panas, mengingat surabaya punya seribu matahari. Terus koleksi bukunya juga bagus2, ada buku2 langka yg susah ditemukan di tempat lain. Buat pecinta buku atau lagi butuh nugas/kerja remote sih wajib ya ke sini.",2 tahun lalu,2025-10-21,negative
2707,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Faiz Maulana Achsana,5,"Perpustakaan dan cafe yang nyaman untuk belajar. Anda bisa datang ke tempat ini jika mencari tempat yang tenang untuk mengerjakan tugas atau belajar. Lokasinya ada di pusat kota. Tempat duduk cukup ramai menjelang siang, direkomendasikan datang pagi. Disini juga bisa memesan makanan atau minuman. Terdapat meja untuk grup ataupun yang perseorangan. Recommended",setahun lalu,2025-10-21,negative
2708,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,silvy aulia,5,"Bagi yg suka ketenangan dan baca buku cocok bgt
Lokasi mudah ditemukan. Parkiran lumayan, baca buku dn garap tugas gratis, ada mini cafenya menunya dikit, lumayan mahal tpi worth it lah.
Kakaknya ramah bgt.
Ada toilet bersih dn musholah",setahun lalu,2025-10-21,neutral
2709,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Anita Amalia,5,"Tempatnya bersih, Suka banget sama suasananya tenang. Tempat ternyaman buat ngerjain tugas. ga lupa kalo kesini pasti pesan es Soklat, bolak balik order menu ini karena rasa beda sama yang lain.",Diedit 2 tahun lalu,2025-10-21,neutral
2710,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Kuanlyna Fatma,5,"bagus, suka banget sama tempatnya, tenang gitu dan ga berisik. Kesini rasanya kek ke rumah nenek, vibes jaman dulu dan suka banget sama buku2nya banyak sastra2 lama yang ada disini",2 tahun lalu,2025-10-21,neutral
2711,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Mohamad Rizqy Triwibowo,5,"Cocok buat orang yang ingin baca buku dengan tenang jauh dari hiruk-pikuk kehidupan dunia ini, minuman cafenya juga lumayan enak meskipun sedikit aneh, kalo mau nambah gula bayar 2k. Tapi overall tempatnya recommended banget",setahun lalu,2025-10-21,negative
2712,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Cindy Faradhila,5,"suka buku2 koleksinya, uda bbrp kali pinjem, trus uda nyobain kopi susunya jg oke",7 bulan lalu,2025-10-21,neutral
2713,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,carzyman 01,5,"Nuansa Bandung dapet apalagi bagi aku yang suka baca buku feelnya bagus banget deh, koleksi bukunya lumayan lengkap, dan pelayanannya pun mantep dan terakhir jan khawatir kalian  bisa sholat disitu walaupun hanya cukup buat satu orang",2 tahun lalu,2025-10-21,neutral
2714,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Cindy Caroline,5,"yang suka literasi wajib banget kesini, koleksi buku nya banyak tempat juga nyaman. disini jual buku juga yang pastinya sudah pilihan",setahun lalu,2025-10-21,neutral
2715,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Susan Salsabila,5,"Baguss sih, bukunya banyak. Ada 2 tipe, yg dibawah ga pake AC dan gratiss, yg di atas pake AC dan ada biaya nya. Saya pilih yg gratis, mayanlah bisa nugas, buat hawa udaranya yg dibawah, dari saya kurang nyaman aja  tapi buat gratis udah lebih dari cukup siih",2 tahun lalu,2025-10-21,neutral
2716,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,nisa,5,"librarynya bagus ala vintage cocok buat yg mau baca/kerja"" krna ruangannya sunyiii. kalo kesini pas siang lumyan panas kayaknya tp ada kipas sih kebantu dikit 😄😄 oiya yg aku suka dari library ini tuh mereka nyediain lampu baca! jadi kita bisa baca tanpa harus gelap""an 😆😆 menurutku koleksi bukunya juga oke …",2 tahun lalu,2025-10-21,negative
2717,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Reza Fernanda,5,Suka bangeet sama tempatnyaaa. Meskipun jadul tapi asik gituu. Variasi bukunya banyaakk. Suka banget pokoknya,2 tahun lalu,2025-10-21,negative
2718,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Ajeng Irawanda,5,Pertama kali kesini langsung nyaman berasa rumah sendiri haha. Aroma bukunya bikin betah buat lama disana. Pokoknya best deh buat belajar.,3 tahun lalu,2025-10-21,neutral
2719,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,willy akhdes,5,sayangnya tau tempat ini pas hari terakhir di Surabaya. I’ll come back soon,7 bulan lalu,2025-10-21,negative
2720,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Hera Rasendriya,5,"super duper cozy! tempat baca, ngerjain tugas, n co-working space nya manteppol. bisa pesan minum juga",3 tahun lalu,2025-10-21,negative
2721,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Shelly Intan Sari,5,"Tempat yang sangat cocok buat ngerjain tugas, skripsi ataupun untuk kerja kelompok. Ada tempat buat sholat juga. Super cozyy!!!",Diedit 2 tahun lalu,2025-10-21,neutral
2722,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Junda F. Izza,5,"Untuk yang baru pertama kesini gaperlu khawatir, penjaga nya ramah banget. Masuknya gratis bisa baca buku sepuasnya",2 tahun lalu,2025-10-21,negative
2723,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Rahmania Antin,5,"tempatnya nyaman buat baca2 karna ada lampu bacanya dan bisa pesen kopi juga buat nemenin bacanya. disini bukunya ada yg bisa disewa ada juga yg hanya bisa dibaca disana.
buku2 dari pramoedya yg tetraloginya cover jaman dulu...sokyuuut
disini sering juga buat acara diskusi",7 tahun lalu,2025-10-21,neutral
2724,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Fitri Yuni,4,"Unique, kondusif bgt buat yg pengen ngerjain tugas disini (stelah kondisi stabil tentunya). Pengen nyoba dateng ke event pasar sehatnya. One day semoga bisa 😉 …",5 tahun lalu,2025-10-21,neutral
2725,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Hafifah Lutfiana,5,"comfy bgt untuk nugas, telang sereh nya 8/10, ada kucingnya lucu bgttt. ofc pilihan buku buat dibaca juga banyak✨",Diedit 2 tahun lalu,2025-10-21,neutral
2726,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,dhur anni,5,"Salah satu hidden game percafean di Surabaya. Ini makanannya enak enak banget dan tempatnya sangat nyaman. Banyak buku-buku koleksi yang bisa dibaca di tempat, tapi kalo bawa pulang kurang tau juga ya gimana.

Menu makanan dan minuman memang ga terlalu banyak tapi rekomen untuk dj coba. Tersedia wifi, kipas angin dan colokan untuk charger di dekat tempat duduk yang sangat tenang.",setahun lalu,2025-10-21,negative
2727,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Paramita,5,"Super nyaman, cocok mau bikin tugas disini atau mau kongkow sama temen juga bisa. Rotbak gandum cinnamonnya enak",6 tahun lalu,2025-10-21,neutral
2728,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Feldi Tri Kito,5,"Tempat yang sangat cocok untuk melepas penat, mengisi energi sosial bagi yg introvert dan wadah yg pas untuk berkolaborasi",2 tahun lalu,2025-10-21,negative
2729,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Nasya Putri Risdyantari,5,"Tau tempat ini dari TikTok. Pas sampe sana tempatnya cozy + cocok banget buat yg mau nugas sambil ngafe, apalagi buat yg cari suasana tenang gitu cocok bgt. Untuk harga minuman juga terjangkau. Buku2 yang ada disana juga boleh di pinjem sama pengunjung. Oh ya, disediain tempat sholat juga buat yg muslim.",2 tahun lalu,2025-10-21,neutral
2730,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Rafidah Setiawan,4,"Tempatnya nyaman dan tenang, sangat cocok untuk membaca buku atau mengerjakan tugas. Koleksi buku-bukunya sangat menarik untuk dibaca. Saran untuk variasi makanannya tolong ditambah karena pilihannya terlalu sedikit. Ngerjain tugas atau baca buku enaknya sambil ngemil, hehe",2 tahun lalu,2025-10-21,negative
2731,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Mikhael Ekklesia,5,sangat sunyi dan memang khusus yang ingin belajar atau ngerjain tugas,Diedit 2 tahun lalu,2025-10-21,negative
2732,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Nur Sakinatul Jannah,5,"Tenang dan nyaman untuk mengerjakan sesuatu dan membaca, minuman sangat terjangkau harganya.",setahun lalu,2025-10-21,neutral
2733,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Risa Susanti,2,"Tempat nyaman, konsep bagus, tapi bagian pemesanan makannya agak bad, mau pesen malah ditinggal lama di belakang bersih2 dapur, dibel nggak respon, dipanggil malah sikapnya seolah-olah kita nggak sabaran, jadi bikin gk nyaman 👎🏻👎🏻👎🏻 …",setahun lalu,2025-10-21,neutral
2734,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Farhan Alibasjah,3,"Sebelumnya beberapa kali berkunjung kesini happy dan motor aman aja, cuman semenjak ada JURU PARKIR helm saya yg tadinya gk kenapa2 malah jadi rusak dan spakbor motor depan yg tadinya mulus jadi baret2. Terakhir kesana pas baru dateng sempat lihat juga juru parkirnya mindahin motor kurang hati2 jadi helm pengunjung sampe jatuh keras banget. Saran dari saya tolong Pak yg markirin, pls jangan sembrono kalau geser2 motor supaya gk terulang lagi kejadian kyk saya.",2 tahun lalu,2025-10-21,negative
2735,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Mutiara Jeanny Clarette,5,"Vibenya vintage. Buku yang ada variatif.
Bisa pesan makan/minum. Kalau malam ada lampu meja nya. Tidak bising cocok untuk belajar & kerja.",setahun lalu,2025-10-21,negative
2736,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Novia Saikosni,5,"Nyaman banget, tapi sayang gegara covid belum bukaa sampe sekarang ;(((",4 tahun lalu,2025-10-21,neutral
2737,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Debby Utomo,5,"Suasana yang sangat hommy membuat Anda dijamin betah berlama-lamaan di sini untuk membaca buku. Selain itu, tempat ini juga sering mengadakan beberapa agenda acara seperti bedah buku, workshop, pasar sehat, gigs dan beberapa acara lainnya yang bisa Anda dapatkan informasi di Instagram mereka @c2o_library. Mereka saat ini juga sedang menghadirkan sebuah sajian makanan sehat, enak dan murah di ""Warung Hati"" (@warunghati). Kalau Anda pecinta kuliner vegan, Warung Hati cocok buat tempat makan Anda.",8 tahun lalu,2025-10-21,negative
2738,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Satriagalagkas Kas,5,"Suasananya nyaman, seperti pelukan terakhir dari seseorang",5 bulan lalu,2025-10-21,positif
2739,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,valya ika,5,"Bakal balik lagi sih aku, belum nemu tempat se zen ini di sby",setahun lalu,2025-10-21,negative
2740,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Izzatil 'Adawiyah,5,"perpustakaan favorit kalo di surabaya. librariannya super ramah dan helpful sekaliii. di sini enak buat ngerjain skripsi, baca buku lama lama. nggak perlu takut laper karena ada dapur di bagian belakangnya. ada tempat sholat juga. bukunya terkurasi dengan baik, tiap bulannya ada buku yang direkomendasikan tematik. ada co working space nya juga. cozy lah pokoknya. ngadakan event di sini juga enak. titip jualan juga bisa, karena c2o ini support local product banget.",6 tahun lalu,2025-10-21,neutral
2741,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Andre Leonardo,3,"Koleksinya cukup lengkap bisa buat mengisi waktu luang di kala penat dengan membaca buku

Buku di sini bisa di pinjam dan tersedia mini cafe di dalamnya",setahun lalu,2025-10-21,negative
2742,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Ezekiel Teguh,4,"great place for reading books and doing assignments. you can read the books freely. they occasionally organize some discussion events in their place. good atmosphere for just talking with friends about recent events.

tempat yang menarik untuk membaca buku dan mengerjakan tugas. buku dapat dibaca dengan bebas dan terdapat papan pengumuman mengenai berbagai event yang akan diadakan di kota surabaya. pada waktu-waktu tertentu tempat ini mengadakan acara diskusi mengenai berbagai topik dalam masyarakat. suasana bagus untuk membaca buku atau hanya berdiskusi membicarakan topik-topik yang hangat bersama teman.",8 tahun lalu,2025-10-21,neutral
2743,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Manasye Indra Kusuma,5,"Pelayanan ramah. Banyak koleksi buku bagus yang bisa dipinjam setelah menjadi anggota. Ada juga koleksi yang dijual. Ada juga beberapa koleksi lagu-lagu dari band indie, misalnya milik band indie asli Surabaya: SILAMPUKAU. Tempatnya asik dan nyaman untuk membaca. Minggu pertama tiap bulan juga ada bazar makanan dan minuman sehat. Bisa baca sambil makan dan minum.",7 tahun lalu,2025-10-21,neutral
2744,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Prio Adi Ramadhani,5,Saya mengapresiasi langkah penggagas library ini. Terlihat library ini ditata dengan konsep yang bagus. Ada tempat Shalat jg meski terbatas. Mungkin bagian di lantai 2 bisa dibuat sepetak musholla yang memadai dan nyaman.,2 tahun lalu,2025-10-21,neutral
2745,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Z Cilla,5,"tempatnya cozy banget, cocok emang dibuat nugas ataupun sekedar baca-baca santai. tapi minusnya pegawai yang putih item tidur terus kak. makan gaji buta pegawainya😤 …",2 tahun lalu,2025-10-21,negative
2746,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Ucie Item,4,"Perpustakaan independen yang sangat nyaman, tenang dan penub fasilitas. Terdapat beberapa komunitas yang sering menggunakan tempat imi sebagai lokasi kegiatan antara lain Surabaya sehat. Tidak jauh dari Gedung Wismilak, jika dr arah darmo tingga belok kiri dr Jl. WR Supratman. Tempat nya instagramable dengan kesan retro",6 tahun lalu,2025-10-21,neutral
2747,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,alfy nadira,5,"Banyak refrensi buku. One of cozy places in the middle of Surabaya. Gak cuma library aja ternyada jg ada coworking space nya. Tempatnya cocok banget buat yg bener2 butuh ketenangan buat bikin tugas.

Selain itu jg tersedia aneka cemilan
Fyi, tutupnya hari selasa.",5 tahun lalu,2025-10-21,neutral
2748,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Rumput Ridha,4,"Tempat nya enak. Nyaman buat baca2.
Tanpa tiket masuk, boleh baca buku sepuasnya. Ada program tukar buku juga.
Bisa pinjam buku nya, asal jadi member.
Ada co-working space juga meskipun ga besar.
Jika area bisa bebas asap rokok akan menjadi tempat yang sempurna.",6 tahun lalu,2025-10-21,negative
2749,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Octa Diah Lestari,5,"Tempatnya nyaman, enak banget buat baca buku santai..
Makanan dan minumannya standart..
Tempatnya bersih dengan 2 lantai..
Buku-buku nya juga lumayan lengkap",2 tahun lalu,2025-10-21,negative
2750,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Nena Zakiah,5,"Beberapa hari lalu kesini karena ada event. Tapi bingung tempatnya dimana, ternyata di gang yang ada Kayana Resto(?) itu. Letaknya di sebelah kiri jalan, macam rumah-rumah gitu. Kalo ga jeli ga bakal tau karena disana nggak ada tulisan 'c2o' jadinya yaa aku kebablasan. Saran sih, mending dari luar dikasih tulisan yang jelas biar bisa sampai tempatnya dengan benar hehe

Anyway, tempat ini terkenal karena perpustakaannya. Temanku bilang, di c2o kamu juga bisa beli postcard alias kartu pos. Tempat ini juga sering digunakan untuk kegiatan macam bedah buku, seminar sampai diskusi gitu. Bagian dalamnya agak gelap sih, kurang penerangan menurutku. Cuman tempatnya emang rindang.

Senang bisa berkunjung kemari akhirnya!",7 tahun lalu,2025-10-21,negative
2751,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Aurelia Dias,5,Tempatnya agak tersembunyi karna ga ada papan namanya. Tapi tempatnya eye catching.,6 tahun lalu,2025-10-21,negative
2752,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,elly,4,"Ada perpustakaan dan bisa sewa ruangan dan peralatannya, minuman, internet dengan harga terjangkau. Pelayanan ramah. ada acara atau pasar sehat disini. tempatnya di belakang resto kayana. Parkir mobil agak susah, kalau parkir di depan pasti bayar parkir.",7 tahun lalu,2025-10-21,neutral
2753,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,By Fadhli Zaky,5,"Salah satu perpustakaan terlengkap di Surabaya dengan tempat baca yang nyaman. Terdapat musholla, toilet, bahkan tempat untuk menginap. Kamu juga bisa menikmati acara-acara rutin yang diadakan disana seperti gigs band indie dan pasar sehat.",7 tahun lalu,2025-10-21,neutral
2754,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Andi Brata,5,tempat memanjakan anda dengan segudang buku bacaan dari segala tema dalam negeri ataupun luar. anda juga akan menemukan buku tipe rare dan bisa membacanya dengan gratis ditempat. mereka juga memberikan kesempatan untuk membawa pulang buku dengan mendaftarkan menjadi member. tempat ini juga menyediakan tempat meeting dan galeri yg bagus untuk dipakai.,7 tahun lalu,2025-10-21,neutral
2755,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Tanaya Az Zhara,5,"comfy paraah. tempatnya tenang, sejuk, apalagi kalo pas ga begitu rame. andalan bgt kalo suntuk nugas di rumah langsung gas pindah ke sinii. mbak masnya juga ramah!! ❤",2 tahun lalu,2025-10-21,negative
2756,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Fathu Zahroh,5,"Tempat nya gak berisik, nyaman dan banyak pilihan bukunya, mulai dari klasik hingga yang paling kekinian, asing dan Indonesia. Tempat ini juga menjual buku serta, album musik, atau kerajinan tangan.",Diedit 7 tahun lalu,2025-10-21,neutral
2757,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,ega k (egak),5,"Tempat yang nyaman untuk nongkrong, baca buku, ngerjain tugas, ada makanan dan minuman juga tersedia. Tempat yang cozy dan bener nuansa hommy banget! Love!",5 tahun lalu,2025-10-21,neutral
2758,C2O Library & Collabtive,Perpustakaan Umum,Surabaya,Silmi Nur Izzah,5,Tempatnya sangat introvert friendly. Keren,2 tahun lalu,2025-10-21,negative
