username,rating,review_text,relative_date,review_date
Hanif,5.0,"Bukunya sabgat banyak, membantu saya dalam mencari wawasan",6 tahun lalu,2025-10-21
Satria Rangga,5.0,tempat pinjam buku waktu kuliah,setahun lalu,2025-10-21
Zulfarida Arini,5.0,👍👍👍 …,8 bulan lalu,2025-10-21
Sep Tyas,5.0,"Mau tanya, apa sanksi yang diberikan jika terlambatan pengembalian buku?",6 tahun lalu,2025-10-21
Iman Nanda T,5.0,"Bukunya lengkap, dan syarat peminjaman sangat mudah",7 tahun lalu,2025-10-21
Srimulyani Suyoto,5.0,"Ramah difabel, santay, rapi, bersih",setahun lalu,2025-10-21
Iqbal,5.0,tempatnya nyaman tapi terlalu berisik untuk perpustakaan,7 tahun lalu,2025-10-21
Mahardika Laptop,5.0,Ada fasilitas Drive thru selama masa pandemi,5 tahun lalu,2025-10-21
Muhammad Enggar,5.0,"Tempat untuk melepas suntuk, bagus untuk referensi belajar maupun tugas",7 tahun lalu,2025-10-21
IMAM ROCHMADI,5.0,Ada banyak buku dan informasi yg bisa kita dapatkan disini,6 tahun lalu,2025-10-21
Mr Kenji,5.0,Pelayanannya bagus. Programnya banyak dan mengena,3 tahun lalu,2025-10-21
Mansur Setiawan,5.0,"Literaturnya bagus2, KTA saya sdh hangus...",9 tahun lalu,2025-10-21
wkwk wk,5.0,Lengkap & tempat yang nyaman untuk membaca buku,9 tahun lalu,2025-10-21
Linda Fatmawati,5.0,"Tempat nyaman, koleksi lengkap, petugas ramah.",7 tahun lalu,2025-10-21
aries ramadhany,5.0,Tempat nyaman untuk mencari buku dan membaca buku,4 tahun lalu,2025-10-21
Willy Prasetya,5.0,Luar biasa..,7 tahun lalu,2025-10-21
Aghnia Jamilatus Soleha,5.0,"Sarpras bagus, koleksi buku tergolong lengkap",7 tahun lalu,2025-10-21
JUNA LAROS,4.0,Tempat asri nyaman sekali buat pemustaka,3 tahun lalu,2025-10-21
Hery Iswanto,5.0,Pengen jadi member di perpustakaan ini. Ingin pinjam buku,9 tahun lalu,2025-10-21
nova krisna,4.0,Sangat membantu dalam penyediaan materi belajar,9 tahun lalu,2025-10-21
ivan cahyono,5.0,"Mantab, pelayanannya sangat prima",2 tahun lalu,2025-10-21
Kurnia Budi Kusuma,5.0,"Koleksinya banyak, rapi.. Seneng lihatnya.. 👍 …",9 tahun lalu,2025-10-21
Qurrotul Faizah,2.0,Tutup nya sekarang jam set 7 bukan jam 7,6 tahun lalu,2025-10-21
Muhamad Arif,5.0,Sekarang Sabtu buka,setahun lalu,2025-10-21
Suharyadi,5.0,Buat jadi anggota Perpus sehari langsung jadi ...,8 tahun lalu,2025-10-21
Mushlihatus Sa'diya,5.0,Orang nya ramah tamah,setahun lalu,2025-10-21
bisnis bunda,5.0,Ruang perpustakaan untuk anaknya luas dan nyaman,5 tahun lalu,2025-10-21
akbar maulana,5.0,Tempat nyaman untuk mahasiswa mengerjakan tugas,6 tahun lalu,2025-10-21
Abdul Machfud,4.0,Bisa mengerjakan tugas kuliah di sini,2 tahun lalu,2025-10-21
Fatwa Fitrilia,5.0,Tempatnya nyaman dengan fasilitas yg lengkap,5 tahun lalu,2025-10-21
Nurul Dayati Fauziah,5.0,koleksi bukunya ditambah lagi yaaaaa,6 tahun lalu,2025-10-21
Oxta,5.0,Tempat nyaman untuk baca buku...,8 tahun lalu,2025-10-21
Ivan Zhou,4.0,Perpustakaan di surabaya milik pemerintah satu satunya,8 tahun lalu,2025-10-21
Apriliabcdef,5.0,"Yang paling penting ""pegawainya ramah""",8 tahun lalu,2025-10-21
Winata Arafad,4.0,"Good place nih, ada cafenya juga",8 tahun lalu,2025-10-21
kayodi sikumbang,5.0,Informasi jam pelayanan perpustakaan.,5 tahun lalu,2025-10-21
Endah Syafrinah,5.0,Gak bakal nyesel Jauh jauh dari jakarta kesini.,6 tahun lalu,2025-10-21
f for respect,5.0,"keren, tempatnya asyik :3",10 tahun lalu,2025-10-21
MUHAMMAD RIZQI HIDAYATULLAH,5.0,Tempat nya nyaman dan aman,3 tahun lalu,2025-10-21
Shofine Tahta,5.0,Fasilitas sangat memadai.,3 tahun lalu,2025-10-21
Eva E. S.,4.0,Stop kontak masih kurang banyak,7 tahun lalu,2025-10-21
KAKPJ,5.0,Perpus paling lengkap dan nyaman 👍 …,7 tahun lalu,2025-10-21
Tikaa,4.0,Tempatnya bersih dan jg nyaman.,7 tahun lalu,2025-10-21
Gresia “Miyuki” Eliona,5.0,Buku bukunya cukup lengkap,7 tahun lalu,2025-10-21
Ika Yanti,5.0,Semakin bagus dan lengkap,2 tahun lalu,2025-10-21
David R. S.,4.0,Tempatnya nyaman buat ngadem,9 tahun lalu,2025-10-21
Wardatus Tsani M Nailia,5.0,Kondisinya sangat nyaman dan kondusif,7 tahun lalu,2025-10-21
Rudi. Susanto,5.0,Tempat edukasi yang bagus dan nyaman,7 tahun lalu,2025-10-21
Achmad Zainul Muttaqin,5.0,Banyak buku-buku yang bagus,8 tahun lalu,2025-10-21
AYUDIA MAULANA LQM,5.0,ARSIP dan perpus PROV. Jatim unggul,6 tahun lalu,2025-10-21
Burhanuddin Haekal,5.0,Mantap pelayanan ramah👍 …,4 tahun lalu,2025-10-21
safitri Indraswari,5.0,Sangat nyaman sekali,6 tahun lalu,2025-10-21
Abdul Rohman,5.0,Tempatnya nyaman dan tenang,8 tahun lalu,2025-10-21
Baju Barat,5.0,Pelayanan Bagus,3 tahun lalu,2025-10-21
rifqisyifaul qolbi,5.0,Cocok untuk mencari refrensi,5 tahun lalu,2025-10-21
Ranu Arga,5.0,Tempatnya bagus dan sejuk,6 tahun lalu,2025-10-21
Ghatotkaka' Al Hafidz,5.0,Tempat favorit buat baca,9 tahun lalu,2025-10-21
Firman 30,3.0,Hari ini buka nggak sih?,8 tahun lalu,2025-10-21
Made Bani Dharmadanta,5.0,Staffnya ramah,Diedit 7 tahun lalu,2025-10-21
Hadi H,5.0,Bagus dan nyaman,4 tahun lalu,2025-10-21
mas duki,5.0,Ramah dan nyaman,3 tahun lalu,2025-10-21
Ririf Haybah,4.0,Suka baca2 disini,9 tahun lalu,2025-10-21
fatimah kamtari,5.0,Senyaman mungkin,6 tahun lalu,2025-10-21
Elvina Assadam,3.0,Tanggal merah tutup 😥 …,8 tahun lalu,2025-10-21
Puspita Fitrianingrum,5.0,butuh tempat untuk sendiri dan sendiri,11 tahun lalu,2025-10-21
Ditha Ayu Puspita,4.0,Tempatnya asik,7 tahun lalu,2025-10-21
Emo lutizon3s,5.0,Lengkap!,6 tahun lalu,2025-10-21
Feldi Tri Kito,4.0,KOLEKSI BUKU CUKUP LENGKAP,5 tahun lalu,2025-10-21
Rafli Andrean (Andre),5.0,baik,2 tahun lalu,2025-10-21
Danny Mahesa Taruna (Danny),5.0,Pengalaman yang Baik,4 tahun lalu,2025-10-21
Eko Wibowo,5.0,Mantap.....,setahun lalu,2025-10-21
Elly Melinda putri,5.0,nyaman,3 tahun lalu,2025-10-21
Aldino Gilbert Tambunan,5.0,pelayanan nya,5 tahun lalu,2025-10-21
Mia Restibah,3.0,"P
Pengen kesana",9 tahun lalu,2025-10-21
tia Nana,4.0,Suka,5 tahun lalu,2025-10-21
Hasprilla Adi Perkasa,5.0,Nyaman,7 tahun lalu,2025-10-21
Brahmanto Anindito,5.0,"Tempat yang bagus untuk membaca koran atau majalah terbaru, buku, dan tentu saja Wi-Fi. Sinyal internet hampir selalu bagus. Terkadang buruk atau bahkan mati, tetapi untungnya ""bencana"" itu tidak sering terjadi.

Saya dulu menggunakan perpustakaan ini untuk mencari referensi. Koleksi bukunya sangat banyak dan beragam. Saya rasa Perpusda Jatim ini adalah perpustakaan paling terpercaya di kota Surabaya, atau mungkin di Provinsi Jawa Timur juga.",7 tahun lalu,2025-10-21
Lailah Isrofatun Nahdiah,5.0,Anak-anak senang berada di sini! :),setahun lalu,2025-10-21
Rendra Budi Hutama,5.0,"Koleksi buku cukup lengkap. Koleksi novel selalu diperbarui setiap tahun. Anda dapat meminjam hingga dua buku sekaligus jika Anda terdaftar sebagai anggota.

Nyaman, bersih, dan rapi. Koneksi wifi gratis cukup untuk browsing. Satu-satunya kekurangannya adalah tidak ada stop kontak untuk mengisi daya gadget atau laptop.",9 tahun lalu,2025-10-21
Choirun Nisa,5.0,Pustakawannya sangat ramah. Saya suka novel-novel mereka meskipun tidak terlalu baru. Ada banyak buku lama seperti buku kungfu dan sejenisnya. Masjid dan toiletnya juga bagus. Saya suka sekali.,7 tahun lalu,2025-10-21
Melissa Pramono,5.0,"Para pustakawannya ramah dan bersedia membantu. Tempatnya sangat bersih dan tenang, nyaman untuk berkonsentrasi dan membaca. Tersedia juga ruang internet.",8 tahun lalu,2025-10-21
Hajar Dewantara,5.0,Pelayanan prima. Saya mendapat kartu perpustakaan gratis langsung pada kunjungan saya.,3 tahun lalu,2025-10-21
Esti Wulandari,5.0,Tempat yang sangat baik untuk generasi berkualitas kita,7 tahun lalu,2025-10-21
Hanif Chusnul,5.0,Koleksi buku dan majalah yang bagus AC pada dasarnya apa yang Anda sukai di perpustakaan,8 tahun lalu,2025-10-21
Moch Naufal Yusuf Anwar,5.0,Bagus,6 tahun lalu,2025-10-21
Achmada Fiqri A Rasyad,5.0,Tampan,7 tahun lalu,2025-10-21
Aimmatul Husna,5.0,Perpustakaan yang bagus,5 tahun lalu,2025-10-21
Arisu Balilah,5.0,Surganya Pecinta Buku 😊😄 …,8 tahun lalu,2025-10-21
