username,rating,review_text,relative_date,review_date
Pradipta Siagian,5.0,"Bagus. Sedikit panas dan banyak nyamuk. Tapi secara keseluruhan, tempat yang nyaman untuk duduk dan membaca buku. Donald Duck FTW!",Diedit 8 tahun lalu,2025-10-21
Hanidha Setyaningrum,5.0,"Tempat yang tenang namun nyaman untuk ""galauers"" tapi mungkin lain kali harus membeli AC untuk ruang kerja 🙂 …",7 tahun lalu,2025-10-21
Hardi,5.0,Saya bisa melihat surga (banyak buku),6 tahun lalu,2025-10-21
Lidwina Arin,5.0,"Perpustakaannya nyaman, suasananya menyenangkan, dan koleksinya beragam. Anda tidak akan bosan di sana.",6 tahun lalu,2025-10-21
Marchitania,5.0,"tempat yang sangat bagus dengan suasana yang mengagumkan untuk belajar, mengerjakan proyek, atau hanya untuk membaca buku-buku bagus ;)",7 tahun lalu,2025-10-21
Pristine An,5.0,Datang ke sini hari ini. Cantik.,6 bulan lalu,2025-10-21
Faza Mufida,5.0,merasa seperti di rumah,3 tahun lalu,2025-10-21
Hendrik Hermansyah,2.0,"Gua itu tadinya ditutup, tapi konon terbuka",3 tahun lalu,2025-10-21
Hanif Chusnul,5.0,Koleksi buku yang luar biasa. Surga yang tenang di tengah kemacetan kota.,8 tahun lalu,2025-10-21
Henok Bastian,5.0,"Tempat yang bagus untuk membaca dan mereka memiliki ruang kerja bersama, bagus :)",8 tahun lalu,2025-10-21
Rienta Primaputri,5.0,"Suasananya nyaman, suka juga dengan koleksinya.",6 tahun lalu,2025-10-21
imama lavi,5.0,Tempat yang bagus di tengah kota yang sibuk,8 tahun lalu,2025-10-21
Amirul Nizam Alfian,4.0,"Tempat yang bagus untuk membaca, bekerja, dan bertemu",6 tahun lalu,2025-10-21
Mila Ariani,5.0,Tempat yang bagus,7 tahun lalu,2025-10-21
Anton Erlangga Aditama,5.0,Saya suka tempat ini. Estetis.,5 tahun lalu,2025-10-21
Nita Darsono (nitchii),5.0,Tempat favorit dengan orang-orang favorit,10 tahun lalu,2025-10-21
Syarfa Monita,5.0,Nyaman seperti rumahku,6 tahun lalu,2025-10-21
Nur Istiqomah,5.0,Harus mengunjungi perpustakaan di Surabaya,7 tahun lalu,2025-10-21
Gluon,5.0,leher,5 tahun lalu,2025-10-21
Tjahja Junindra,5.0,Enak,8 tahun lalu,2025-10-21
A P (Ayos),5.0,Saya tidak tahu,8 tahun lalu,2025-10-21
Desy Eka Fatmawati,5.0,tempat yang bagus :),10 tahun lalu,2025-10-21
jessica lohanda,5.0,Tempat yang bagus,10 tahun lalu,2025-10-21
Christoper Jp,5.0,tempat yang bagus,5 tahun lalu,2025-10-21
